"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_tuberculosis","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","1.0","0.5168396959820251","0.4446007814679833","0.5605079192281415","0.5454103872499504"
"data_tuberculosis","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","1.0","0.5012244673780759","0.5017159074007125","0.49901169740437157","0.5029457973291437"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","1.0","0.6580925129698985","0.6496688152150661","0.6565728526297824","0.6680358710648467"
"data_tuberculosis","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","1.0","0.6733380913641821","0.6717259064561762","0.6696283726092941","0.678659995027076"
"data_tuberculosis","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","1.0","0.6023155151004463","0.6154076650739857","0.6072329661885236","0.5843059140388297"
"data_tuberculosis","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","1.0","0.5261833368789379","0.5261365104490671","0.5359945995560094","0.5164189006317372"
"data_tuberculosis","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","1.0","0.5012244673780759","0.5017159074007125","0.49901169740437157","0.5029457973291437"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","1.0","0.6705507779351075","0.6571881917777613","0.6755918075478147","0.6788723344797465"
"data_tuberculosis","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","1.0","0.6629063277440285","0.6616090553878201","0.662568306010927","0.6645416218333383"
"data_tuberculosis","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","1.0","0.6007945168430034","0.6134686517125958","0.6151505934084689","0.5737643054079458"
"data_tuberculosis","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","1.0","0.5226781551040762","0.5238951369414618","0.5260822233606557","0.5180571050101109"
"data_tuberculosis","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","1.0","0.5000805291109343","0.49828409259928763","0.49901169740437157","0.5029457973291437"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","10.0","0.6196896402879734","0.6283543248357643","0.6130939421106558","0.6176206539174998"
"data_tuberculosis","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","10.0","0.6370070343958317","0.6399292357833738","0.6375325520833363","0.633559315320785"
"data_tuberculosis","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","10.0","0.6454956666342738","0.6528302972466258","0.6465041197062844","0.6371525829499111"
"data_tuberculosis","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","10.0","0.6671924143277566","0.6802636450194184","0.66572158896858","0.6555920089952713"
"data_tuberculosis","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","10.0","0.5987637908598634","0.6060160440870411","0.6056090975068311","0.5846662309857179"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","10.0","0.6355273679025598","0.6381074751896424","0.6401313823428947","0.6283432461751426"
"data_tuberculosis","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","10.0","0.6410878814332533","0.6425587376653875","0.6468947447062859","0.6338101619280865"
"data_tuberculosis","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","10.0","0.6467017753478919","0.6480674463975704","0.6528763234289606","0.6391615562171445"
"data_tuberculosis","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","10.0","0.6665957918833225","0.67426421174113","0.6675167563183044","0.6580064075905333"
"data_tuberculosis","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","10.0","0.5882808864376587","0.6089061076749545","0.5766580216871565","0.5792785299508652"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","10.0","0.6509079060750262","0.6564271344617849","0.6396681822062844","0.6566284015570095"
"data_tuberculosis","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","10.0","0.6539534659779787","0.6610814179333789","0.6434613003756832","0.6573176796248739"
"data_tuberculosis","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","10.0","0.6560992169888432","0.6562474554520874","0.6503927595628414","0.6616574359516009"
"data_tuberculosis","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","10.0","0.6659290748164168","0.6692891116691474","0.6660545807718554","0.6624435320082477"
"data_tuberculosis","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","10.0","0.5896817760260001","0.6044168466170947","0.5794297515368859","0.5851987299240201"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","10.0","0.649447721817741","0.6419572743942766","0.6511563994193966","0.6552294916395497"
"data_tuberculosis","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","10.0","0.6562422817018628","0.643754064491195","0.657057932035524","0.6679148485788695"
"data_tuberculosis","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","10.0","0.6582169349203522","0.6428898681666366","0.6646046789617509","0.667156257632669"
"data_tuberculosis","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","10.0","0.6762510865206529","0.6781677517976029","0.6728232795423491","0.6777622282220068"
"data_tuberculosis","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","10.0","0.6067966754572368","0.6211297087028678","0.6140742400956293","0.5851860775732133"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","10.0","0.655643338407187","0.653080002214773","0.6464198044740428","0.6674302085327453"
"data_tuberculosis","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","10.0","0.6603865809591678","0.6557979865094168","0.6552729038592893","0.6700888525087974"
"data_tuberculosis","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","10.0","0.6613796050925261","0.6601216823166572","0.659611936475413","0.6644051964855082"
"data_tuberculosis","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","10.0","0.6680536843174343","0.6577315715019337","0.6799030908469936","0.6665263906033756"
"data_tuberculosis","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","10.0","0.591332883767301","0.6030108990790239","0.5990074282786891","0.5719803239441897"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","10.0","0.6681422641635636","0.6491531201721463","0.6782738857581979","0.6769997865603467"
"data_tuberculosis","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","10.0","0.6665691094360982","0.6518998748218168","0.6696502518784178","0.6781572016080599"
"data_tuberculosis","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","10.0","0.6665228527438213","0.6519465587941183","0.6665674094945355","0.68105458994281"
"data_tuberculosis","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","10.0","0.6681443699839443","0.66774636923548","0.6659003586065558","0.6707863821097974"
"data_tuberculosis","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","10.0","0.5991843781899747","0.6189996167571569","0.595487534153005","0.5830659836597625"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","10.0","0.6417007993139963","0.6447268281932115","0.6399520790642074","0.6404234906845698"
"data_tuberculosis","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","10.0","0.6642933064487081","0.6793999915317455","0.657739391222679","0.6557405365916998"
"data_tuberculosis","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","10.0","0.5917357245873461","0.6062440355797011","0.5893853526297804","0.579577785552557"
"data_tuberculosis","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","10.0","0.5445973241026412","0.5351188324229974","0.552297323258197","0.5463758166267292"
"data_tuberculosis","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","10.0","0.5010883261613466","0.5017495632877241","0.49850580601092886","0.5030096091853865"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","10.0","0.6371803724772153","0.6337077822181851","0.6404761142418026","0.6373572209716581"
"data_tuberculosis","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","10.0","0.6586024774842968","0.6625948471751283","0.661644573941258","0.6515680113365043"
"data_tuberculosis","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","10.0","0.5868095815455806","0.5847395522898492","0.6014418971994531","0.5742472951474396"
"data_tuberculosis","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","10.0","0.5094440065505581","0.4809952805761021","0.5242027407786881","0.523133998296884"
"data_tuberculosis","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","10.0","0.50110564639031","0.5017495632877241","0.49855116547131145","0.5030162104118945"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","10.0","0.6592113594557989","0.6675053496575247","0.6420813054986363","0.6680474232112358"
"data_tuberculosis","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","10.0","0.6528903394190345","0.6623391710012158","0.6476733265027307","0.6486585207531573"
"data_tuberculosis","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","10.0","0.5778086819764253","0.5885535242599219","0.5751008580942617","0.5697716635750925"
"data_tuberculosis","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","10.0","0.5050610882878169","0.48554642503911133","0.5137108307718578","0.5159260090524816"
"data_tuberculosis","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","10.0","0.5011010215041534","0.5017495632877241","0.4985372908128414","0.5030162104118945"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","10.0","0.6543235111731325","0.6398380391863103","0.6611301442964485","0.6620023500366385"
"data_tuberculosis","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","10.0","0.6730248096930089","0.6719718115661186","0.6749338285519175","0.6721687889609905"
"data_tuberculosis","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","10.0","0.6109975481922391","0.6128883590800859","0.624398053278686","0.5957062322179455"
"data_tuberculosis","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","10.0","0.5176738793109589","0.4515724356114028","0.5555349214480878","0.5459142808733858"
"data_tuberculosis","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","10.0","0.5000985886240263","0.49824609401717757","0.4990373121584699","0.5030123596964315"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","10.0","0.655942137345566","0.6547074272028616","0.6571176997950775","0.6560012850387587"
"data_tuberculosis","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","10.0","0.6606359912126509","0.6618457322706789","0.6653608478483588","0.6547013935189152"
"data_tuberculosis","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","10.0","0.5952173286749113","0.6015718384908262","0.6040375256147532","0.5800426219191543"
"data_tuberculosis","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","10.0","0.5088256874519889","0.47247708414080336","0.5374039446721308","0.5165960335430323"
"data_tuberculosis","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","10.0","0.5012718384904452","0.5017539059828224","0.49904264856557373","0.5030189609229395"
"data_tuberculosis","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","10.0","0.6711440109400852","0.6666313822689921","0.6687980276639337","0.6780026228873302"
"data_tuberculosis","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","10.0","0.6607890220561576","0.6724538507220267","0.662353248804643","0.6475599666418033"
"data_tuberculosis","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","10.0","0.603643634113709","0.6156899402553737","0.6173833461407094","0.5778576159450438"
"data_tuberculosis","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","10.0","0.5224914984313187","0.5221070322347405","0.5269104337431693","0.5184570293160464"
"data_tuberculosis","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","10.0","0.5012660804768734","0.5017539059828224","0.4990319757513661","0.5030123596964315"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.001","0.8789404701643534","0.8358587928057887","0.8735535445743223","0.9274090731129493"
"data_malaria","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.001","0.94063036225044","0.9654862977774974","0.9305015434135105","0.9259032455603126"
"data_malaria","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.001","0.9451441760243986","0.9481208614698428","0.9564467192571234","0.9308649473462296"
"data_malaria","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.001","0.9391178495559064","0.9404584344063616","0.9586866474949871","0.9182084667663704"
"data_malaria","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.001","0.8034865147723395","0.7808846347166373","0.8922037833417523","0.7373711262586291"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.001","0.9486663816055664","0.9800981774077225","0.9453183125346335","0.9205826548743429"
"data_malaria","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.001","0.9486557359297919","0.9773692060578236","0.9438065588475971","0.9247914428839552"
"data_malaria","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.001","0.9500195132663967","0.9755635503398208","0.9471361105981764","0.9273588788611928"
"data_malaria","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.001","0.9312283989506897","0.9505083699381549","0.9481254781943831","0.895051348719531"
"data_malaria","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.001","0.799702333587461","0.8069587403570729","0.8775954409941771","0.7145528194111328"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.001","0.9453962134322814","0.962038888524668","0.9518956283144129","0.9222541234577634"
"data_malaria","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.001","0.9503346421067231","0.9706000458926133","0.9621401999842103","0.9182636804433457"
"data_malaria","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.001","0.9441057234420885","0.9695975108721784","0.9608368730707818","0.9018827863833058"
"data_malaria","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.001","0.9252477240794977","0.9440041849691181","0.9660211592750191","0.865717827994356"
"data_malaria","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.001","0.8029151063271843","0.8164022378112218","0.879352557845069","0.712990523325262"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.001","0.9414509934827823","0.9500385170130464","0.9517993298683782","0.922515133566922"
"data_malaria","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.001","0.935909716542818","0.9315476190476429","0.9509207714429494","0.9252607591378615"
"data_malaria","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.001","0.9284864023382524","0.9228662667453394","0.9519813735060589","0.9106115667633587"
"data_malaria","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.001","0.9272172063247964","0.9185802246552094","0.9619515605625422","0.9011198337566374"
"data_malaria","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.001","0.8232002897451188","0.8161495552788115","0.8715365538348672","0.7819147601216778"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.001","0.9353042955293663","0.9776287178478571","0.914683534284904","0.913600634455338"
"data_malaria","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.001","0.9273605165736528","0.9456158897703296","0.9241023138010499","0.9123633461495788"
"data_malaria","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.001","0.937478409939497","0.9608615245088433","0.9417025037596027","0.9098712015500449"
"data_malaria","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.001","0.9398137524315334","0.963268154898494","0.9484803313721913","0.9076927710239151"
"data_malaria","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.001","0.8007505838374617","0.8057813763412719","0.8708585072422331","0.7256118679288799"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.001","0.943423850790113","0.9637653248541432","0.9403068358705363","0.9261993916456593"
"data_malaria","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.001","0.9296791134233932","0.9638035686968816","0.929695538611763","0.8955382329615352"
"data_malaria","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.001","0.9386937485714125","0.9666199545444787","0.9236458855499919","0.9258154056197666"
"data_malaria","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.001","0.9130497623607644","0.9041650276449119","0.9463828720682512","0.8886013873691301"
"data_malaria","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.001","0.8064482767430484","0.7973636333835531","0.8680698097776628","0.7539113870679293"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.001","0.9236266532390046","0.8983164514084568","0.9562699522466042","0.9162935560619528"
"data_malaria","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.001","0.9095414558166953","0.9025669813588477","0.9543413450123299","0.8717160410789082"
"data_malaria","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.001","0.7973711123720714","0.8019296750365779","0.891095691633975","0.6990879704456613"
"data_malaria","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.001","0.5325096044383214","0.6809343517122318","0.29823892567870613","0.6183555359240263"
"data_malaria","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.001","0.499974492391567","0.49992351231451737","0.5000765110941087","0.4999234537660747"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.001","0.9500972961455267","0.9671608317489443","0.9583120069652236","0.9248190497224121"
"data_malaria","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.001","0.9038909831020782","0.8890122708101359","0.9528005698757673","0.8698601086203313"
"data_malaria","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.001","0.7966651714436853","0.8102176620992576","0.8818167427380733","0.6979611094937251"
"data_malaria","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.001","0.503507404532836","0.5731358858366669","0.3948077988549719","0.5425785289068695"
"data_malaria","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.001","0.4999745158181113","0.49992351231451737","0.49992348890589133","0.5000765462339253"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.001","0.9361875019097955","0.9592279660831688","0.9521700129277929","0.8971645267184251"
"data_malaria","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.001","0.8663896682899105","0.8362384995301493","0.9522544389626806","0.8106760663769016"
"data_malaria","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","0.001","0.5973226024168546","0.17270373041368747","0.8855684246629903","0.7336956521738861"
"data_malaria","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","0.001","0.4952175754715298","0.5631597062872878","0.4296256233015856","0.4928673968257158"
"data_malaria","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","0.001","0.4999745158181113","0.49992351231451737","0.49992348890589133","0.5000765462339253"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.001","0.9237087914740915","0.954149730107759","0.9042569189774285","0.9127197253370867"
"data_malaria","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","0.001","0.9008474605920384","0.8965790882667928","0.9214903833469883","0.8844729101623338"
"data_malaria","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","0.001","0.8100270918132892","0.7902639371489757","0.8772010131124715","0.7626163251784206"
"data_malaria","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.001","0.43738527953660666","0.33661957210603377","0.3493654855816163","0.6261707809221699"
"data_malaria","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.001","0.5000255036980362","0.5","0.5000765110941087","0.5"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.001","0.9342789571075093","0.9694691208286942","0.9247012109859197","0.9086665395079141"
"data_malaria","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.001","0.886106763528137","0.8843738390262283","0.9328087486479401","0.8411377029102428"
"data_malaria","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.001","0.8078632134723067","0.8024486986166159","0.8659947761392119","0.755146165661092"
"data_malaria","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.001","0.5231071726277485","0.5902199567298239","0.4119027517610743","0.5671988093923473"
"data_malaria","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.001","0.4999744963019637","0.5","0.49992348890589133","0.5"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.001","0.9176130285706668","0.9227706571384702","0.9300754557687051","0.8999929728048252"
"data_malaria","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.001","0.8612203788681508","0.859203927096293","0.9185420679101902","0.8059151415979688"
"data_malaria","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.001","0.8057360713219386","0.7815170239733796","0.8361871091997295","0.7995040807927064"
"data_malaria","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.001","0.5144034155673246","0.5721661312528683","0.42969158114133443","0.5413525343077712"
"data_malaria","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.001","0.5000255036980362","0.5","0.5000765110941087","0.5"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.01","0.8789368278936162","0.8358478659935767","0.8735535445743223","0.9274090731129493"
"data_malaria","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.01","0.938762299514313","0.9654862977774974","0.9305015434135105","0.9202990573519313"
"data_malaria","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.01","0.9376872065587026","0.9290399156450264","0.9544442392423433","0.9295774647887383"
"data_malaria","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.01","0.9355817488290946","0.9359156122292893","0.9492230166478587","0.9216066176101356"
"data_malaria","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.01","0.7976766815969402","0.7810990734062967","0.8743239321426348","0.7376070392418892"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.01","0.9492260475126262","0.9800981774077225","0.9453183125346335","0.9222616525955226"
"data_malaria","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.01","0.9486557359297919","0.9773692060578236","0.9438065588475971","0.9247914428839552"
"data_malaria","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.01","0.942023898873449","0.9660544920125067","0.9394797245600535","0.9205374800477868"
"data_malaria","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.01","0.9372298359628167","0.9510847592823405","0.9457668258449936","0.9148379227611163"
"data_malaria","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.01","0.8052252571103193","0.8224775454009445","0.8758119410073673","0.7173862849226462"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.01","0.9453962134322814","0.962038888524668","0.9518956283144129","0.9222541234577634"
"data_malaria","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.01","0.9491639382389968","0.9738261871981438","0.9554019470755007","0.9182636804433457"
"data_malaria","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.01","0.9417465825435917","0.9652131274721962","0.9572302983933422","0.9027963217652366"
"data_malaria","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.01","0.9303668838125657","0.9465228151839442","0.9511753687043422","0.8934024675494107"
"data_malaria","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.01","0.8023274841834426","0.8168106274176377","0.8793710260401987","0.710800799092491"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.01","0.9414509934827823","0.9500385170130464","0.9517993298683782","0.922515133566922"
"data_malaria","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.01","0.935909716542818","0.9315476190476429","0.9509207714429494","0.9252607591378615"
"data_malaria","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.01","0.9263483171198188","0.9162992526060532","0.9506358335751864","0.9121098651782168"
"data_malaria","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.01","0.9424472595347928","0.9566902139469913","0.9569229348600538","0.9137286297973333"
"data_malaria","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.01","0.822705697462947","0.8146812648878448","0.8709614014722541","0.782474426028742"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.01","0.9353042955293663","0.9776287178478571","0.914683534284904","0.913600634455338"
"data_malaria","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.01","0.9265440234117855","0.9456158897703296","0.9241023138010499","0.9099138666639771"
"data_malaria","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.01","0.93790053029295","0.9602824034616263","0.9398662375009972","0.913552949916226"
"data_malaria","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.01","0.941938961097362","0.9549774361327665","0.9558860776192268","0.9149533695400924"
"data_malaria","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.01","0.8073613078411438","0.8225909110776829","0.8705946758832372","0.7288983365625114"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.01","0.943423850790113","0.9637653248541432","0.9403068358705363","0.9261993916456593"
"data_malaria","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.01","0.9296791134233932","0.9638035686968816","0.929695538611763","0.8955382329615352"
"data_malaria","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.01","0.9352465523507663","0.9547780218099255","0.9239967812574502","0.926964853984923"
"data_malaria","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.01","0.934010737432642","0.9384642911776515","0.9605532543598707","0.9030146667604039"
"data_malaria","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.01","0.8072154506328492","0.7991856793198836","0.8682782365512615","0.7541824360274028"
"data_malaria","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.01","0.9231558794173379","0.897688159706269","0.9538295121758802","0.917949966369864"
"data_malaria","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.01","0.9183413950335627","0.9167363250944941","0.9526554626283248","0.8856323973778694"
"data_malaria","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.01","0.7968538851422905","0.8019460652548945","0.891517821808374","0.6970977683636027"
"data_malaria","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.01","0.46201654616853655","0.7268146703380761","0.3128406722423027","0.34639429592523063"
"data_malaria","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.01","0.49997455483248804","0.49954107388710417","0.5003060443764347","0.5000765462339253"
"data_malaria","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.01","0.9483404597178983","0.9655518586507378","0.9515183494710847","0.9279511710318723"
"data_malaria","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.01","0.9042068305929175","0.9014579099193443","0.9397514708598191","0.8714111109995891"
"data_malaria","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.01","0.7968043465398603","0.810199906029414","0.8816333799435714","0.6985797536465957"
"data_malaria","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.01","0.5078678721002863","0.6027434493760806","0.37635543360683854","0.5445047333179397"
"data_malaria","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.01","0.5002805055744185","0.5004589261128958","0.5003060443764347","0.5000765462339253"
"data_malaria","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.01","0.9333670699783315","0.9602277694005746","0.9487824182782797","0.8910910222561401"
"data_malaria","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.01","0.8690248728992077","0.861432996787529","0.9336780729757002","0.8119635489343938"
