"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.001","0.5991117823344833","0.5757322641719567","0.5623396899743505","0.6592633928571426"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.001","0.533717378929598","0.5203808887403942","0.5413739266198283","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.001","0.8372269557807993","0.7712440138100016","0.8836846213895394","0.8567522321428571"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.001","0.8547511571166354","0.7980844192003569","0.8750418200066912","0.8911272321428582"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.001","0.6589772439646129","0.5490589152466874","0.6085089773614364","0.819363839285715"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.001","0.5684250363655287","0.55944425882615","0.5507973681275788","0.5950334821428572"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.001","0.533717378929598","0.5203808887403942","0.5413739266198283","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.001","0.8038132267565209","0.7361064706537482","0.8592059774729565","0.8161272321428579"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.001","0.8091447748141913","0.6892192894531683","0.8704694992751197","0.8677455357142858"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.001","0.6447674945476454","0.552511415525114","0.5574328091892494","0.8243582589285728"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.001","0.5582048443387454","0.5456899432008019","0.5479536076725773","0.5809709821428571"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.001","0.533717378929598","0.5203808887403942","0.5413739266198283","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.01","0.8520387131874957","0.8029568994320082","0.8847440615590497","0.8684151785714295"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.01","0.8527551452360577","0.8029012139436464","0.8837961414073826","0.8715680803571437"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.01","0.8613299534026893","0.8188829491034635","0.87743950039032","0.8876674107142843"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.01","0.8059790448647521","0.7714110702750868","0.8037805286048846","0.842745535714285"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.01","0.7212347498225027","0.588177970820804","0.7549347607895617","0.8205915178571425"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.01","0.8563728815262248","0.8026227865018366","0.8853016616482658","0.8811941964285719"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.01","0.8578398247729221","0.8055741173850087","0.8870859819337571","0.8808593750000004"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.01","0.8661908251067993","0.8245628689163595","0.8748466599754656","0.8991629464285729"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.01","0.8154650446068273","0.7827987526450605","0.8109178097468496","0.8526785714285722"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.01","0.6491959949190189","0.56041875487248","0.5662428905988626","0.8209263392857143"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.01","0.8551051168998667","0.8067435126406051","0.8851901416304225","0.8733816964285721"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.01","0.8593230892933494","0.8127575453836723","0.8861380617820898","0.8790736607142863"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.01","0.865118784539154","0.8284608531016814","0.8737593398014943","0.8931361607142864"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.01","0.8067856092175472","0.7783995990644841","0.7947474071595851","0.8472098214285724"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.01","0.6445653644813428","0.5590544604076175","0.5658525705364114","0.8087890624999995"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.01","0.8411172707186033","0.7871422207372758","0.8660086985613917","0.8702008928571425"
"data_herg","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.01","0.8431431995037965","0.7887292571555852","0.8678487788558046","0.8728515624999997"
"data_herg","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.01","0.8567358447418333","0.8074395812451272","0.871305899408944","0.8914620535714287"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.01","0.8071514849984043","0.772357723577236","0.7990409278465485","0.8500558035714284"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.01","0.6721118403943444","0.5826372647288118","0.6162317385970781","0.817466517857143"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.01","0.8445826127573618","0.792181757434013","0.8668450986952158","0.8747209821428569"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.01","0.8477881006820551","0.7954393585031745","0.8703579792572766","0.877566964285714"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.01","0.6181521601620505","0.8175186546386007","0.148154343704695","0.8887834821428561"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.01","0.8078330442315979","0.7799866354827939","0.804003568640571","0.8395089285714287"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.01","0.660210817636299","0.5706091992426773","0.5988067358090778","0.8112165178571419"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.01","0.8483860572664551","0.7888406281323089","0.8778298204527712","0.8784877232142853"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.01","0.8517222546776727","0.7922931284107365","0.8788892606222817","0.8839843749999998"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.01","0.8604900778114031","0.8136206704532797","0.8668450986952158","0.9010044642857137"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.01","0.8077399661116825","0.7672903441363186","0.8030277684844429","0.8529017857142862"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.01","0.6636728036348516","0.5869807328210267","0.5817720530835285","0.8222656249999996"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.01","0.8642549162142906","0.8208319411961246","0.8902921824467491","0.8816406249999986"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.01","0.8334512272848452","0.8040706091992436","0.8290955726552915","0.8671875000000003"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.01","0.7984052851258386","0.7616382670676014","0.8064012490241999","0.8271763392857143"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.01","0.6081617862379632","0.5679641385454949","0.581409613025538","0.675111607142857"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.01","0.5325440135184006","0.5237220180420982","0.5380283260845322","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.01","0.8682066557909186","0.8207762557077632","0.8943347830935652","0.8895089285714275"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.01","0.8278373304756629","0.803346697850541","0.8169956507193041","0.8631696428571433"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.01","0.6614234832113186","0.5700523443590598","0.5865395338463254","0.8276785714285707"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.01","0.5791971126866636","0.5657645617552066","0.5617263298762128","0.6101004464285714"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.01","0.5325440135184006","0.5237220180420982","0.5380283260845322","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.01","0.8673514462359914","0.819940973382336","0.8948923831827812","0.8872209821428569"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.01","0.8193658908692333","0.7905668782715222","0.81058324969332","0.8569475446428578"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","0.01","0.63904086566506","0.5336061922263056","0.5632876101260177","0.8202287946428565"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","0.01","0.5676952276775549","0.5563815569662546","0.5758614921378387","0.5708426339285715"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","0.01","0.5325440135184006","0.5237220180420982","0.5380283260845322","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.01","0.8611841537429464","0.8122006905000558","0.8840191814430689","0.8873325892857145"
"data_herg","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","0.01","0.8364105408336777","0.8176857111036864","0.8212334113973458","0.8703125000000009"
"data_herg","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","0.01","0.8031851522778891","0.7749192560418746","0.8085201293632207","0.8261160714285724"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.01","0.6006366244587377","0.5645951664996101","0.558603769376603","0.6787109374999999"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.01","0.5348217953620124","0.5237220180420982","0.5413460466153674","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.01","0.8609929538051051","0.8034859115714446","0.8918813427010147","0.8876116071428561"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.01","0.8249349109315088","0.8054349036641046","0.8137615702018512","0.8556082589285707"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.01","0.6602207203222449","0.5525114155251147","0.6099029775844763","0.8182477678571437"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.01","0.5877301414181011","0.5687158926383783","0.572599531615925","0.621875"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.01","0.5348217953620124","0.5237220180420982","0.5413460466153674","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.01","0.8639361403794684","0.8132308720347489","0.8850228616036578","0.8935546874999989"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.01","0.8163983064600592","0.7964695400378671","0.7972287275565965","0.8554966517857139"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.01","0.6430484274699406","0.5521773025949437","0.5524144083863054","0.8245535714285727"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.01","0.5639868920561105","0.5460240561309723","0.5582692093230736","0.5876674107142857"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.01","0.5348217953620124","0.5237220180420982","0.5413460466153674","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.1","0.852095238230501","0.8025114155251144","0.8831827813092449","0.8705915178571438"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.1","0.8628082812392505","0.8144281100345249","0.8913237426117987","0.8826729910714278"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.1","0.8602803524990229","0.8170731707317069","0.8771049403367904","0.8866629464285712"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.1","0.8051432905757805","0.7699632475776822","0.8027210884353742","0.8427455357142852"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.1","0.7243921242123856","0.5938578906337005","0.7580573212891714","0.8212611607142851"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.1","0.8561671663223628","0.8041819801759652","0.8853016616482658","0.8790178571428575"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.1","0.8694737750139203","0.8163771021271853","0.8976803836288614","0.8943638392857143"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.1","0.8660980239937777","0.8240060140327428","0.8755715400914463","0.8987165178571438"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.1","0.8145734586629465","0.781267401715113","0.8101929296308688","0.8522600446428577"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.1","0.6610441912068535","0.5684096224523885","0.5831939333110293","0.8315290178571431"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.1","0.8564049383013309","0.810251698407394","0.8843537414965986","0.8746093750000005"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.1","0.870289273843316","0.8189943200801872","0.901918144306903","0.8899553571428577"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.1","0.8649332969321356","0.8279039982180638","0.8732574997211999","0.8936383928571432"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.1","0.8060239363993326","0.7772858892972494","0.7940225270436043","0.846763392857144"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.1","0.6550062830127631","0.5711103686379326","0.5828593732574998","0.8110491071428569"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.1","0.8423442719704316","0.7871143779930949","0.8686851789896285","0.8712332589285712"
"data_herg","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.1","0.8564975054168835","0.7980844192003561","0.8833500613360097","0.888058035714285"
"data_herg","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.1","0.8562895988234018","0.8075509522218504","0.8703022192483552","0.8910156250000001"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.1","0.8069094356411831","0.772914578460853","0.7984275677484108","0.8493861607142855"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.1","0.6844028428218065","0.592270854215391","0.6426341028214564","0.8183035714285722"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.1","0.8449257289743609","0.7935738946430563","0.8669287387085981","0.8742745535714284"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.1","0.8559299671425733","0.7983906893863463","0.8832943013270882","0.8861049107142853"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.1","0.8581428006504507","0.8172959126851544","0.8704137392661982","0.886718749999999"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.1","0.8073685055242806","0.7793740951108149","0.8037805286048846","0.8389508928571425"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.1","0.6657109871878445","0.5734491591491255","0.6133043381286941","0.8103794642857138"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.1","0.8490450612536025","0.7907339347366078","0.8778298204527712","0.8785714285714284"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.1","0.8602908582047566","0.7983071611538038","0.8876993420318947","0.8948660714285712"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.1","0.8599606091874473","0.8130081300813009","0.8659529385524701","0.9009207589285709"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.1","0.8074980099973414","0.7677358280432119","0.8023586483773837","0.852399553571429"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.1","0.6729185049569154","0.5924935961688382","0.5990297758447642","0.8272321428571436"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.1","0.8654332898801421","0.8258436351486798","0.8874484219917474","0.8830078124999995"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.1","0.8323265211551204","0.8029847421761896","0.8294858927177428","0.8645089285714285"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.1","0.7994934985519505","0.7607751419979947","0.8085758893721422","0.8291294642857147"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.1","0.6233463578669812","0.5668504287782602","0.5971060555369688","0.7060825892857145"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.1","0.5325532571728476","0.5238333890188217","0.5379446860711496","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.1","0.8719960640008196","0.8285722240784048","0.8932753429240549","0.8941406249999994"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.1","0.8283010254268516","0.8045160931061373","0.8189472510315602","0.8614397321428573"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.1","0.6693681874973119","0.5726417195678803","0.6075610572097692","0.827901785714286"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.1","0.5907544488931432","0.5655696625459404","0.5749414519906324","0.631752232142857"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.1","0.5166643311602999","0.47616661098117835","0.5379446860711496","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.1","0.8690430402249684","0.8217229090099107","0.8943347830935653","0.891071428571429"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.1","0.8211871934016521","0.7914021605969483","0.8145143303222929","0.857645089285715"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","0.1","0.6484327003665267","0.5422374429223741","0.5823575331772054","0.8207031250000004"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","0.1","0.5707120350730579","0.5663214166388237","0.571484331437493","0.5743303571428571"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","0.1","0.5325532571728476","0.5238333890188217","0.5379446860711496","0.5358816964285715"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.1","0.8631080120738797","0.8155696625459401","0.8801159808185569","0.8936383928571422"
"data_herg","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","0.1","0.8350074074101183","0.8170174852433458","0.8182223709155794","0.8697823660714296"
"data_herg","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","0.1","0.8055525072255869","0.7807105468314945","0.8093007694881231","0.8266462053571431"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.1","0.6160927694404252","0.5717229090099117","0.5805174528827924","0.6960379464285715"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.1","0.5348496008459133","0.5238890745071834","0.541262406601985","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.1","0.8636223483254089","0.8089430894308941","0.8873369019739042","0.8945870535714282"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.1","0.8253156013584299","0.8062701859895309","0.813928850228616","0.8557477678571423"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.1","0.6655171744165378","0.5547388350595835","0.6226162596186015","0.8191964285714284"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.1","0.5863116875523072","0.5626461744069494","0.5716516114642578","0.6246372767857142"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.1","0.5348403199311863","0.5238612317630025","0.541262406601985","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.1","0.8663051896947321","0.8185766789174738","0.8805063008810081","0.8998325892857144"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.1","0.8181257512497205","0.798140104688718","0.8021634883461581","0.8540736607142856"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.1","0.6512949943176444","0.5605858113375651","0.5770603323296533","0.8162388392857148"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.1","0.5748409964759863","0.5719734937075396","0.5580740492918479","0.5944754464285714"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.1","0.5348403199311863","0.5238612317630025","0.541262406601985","0.5393973214285714"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","1.0","0.8619912571326421","0.8122842187325984","0.8916583026653283","0.8820312499999999"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","1.0","0.8627160709102847","0.8134257712440142","0.8909891825582691","0.883733258928571"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","1.0","0.8623344330194568","0.8175464973827815","0.8810081409613025","0.8884486607142861"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","1.0","0.855053273611035","0.809193674128522","0.8633322181331549","0.8926339285714283"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","1.0","0.7246710610623809","0.593746519656977","0.758670681387309","0.8215959821428567"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","1.0","0.8679864379545994","0.8152633923599508","0.8977919036467046","0.8909040178571429"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","1.0","0.8691677316329045","0.8150963358948662","0.8977919036467046","0.8946149553571427"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","1.0","0.871143546549634","0.8272357723577237","0.884855581576893","0.9013392857142851"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","1.0","0.8576712699400174","0.8175464973827821","0.8589829374372699","0.8964843750000007"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","1.0","0.6616759102114675","0.5688551063592825","0.5847552135608342","0.831417410714286"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","1.0","0.8671300193375497","0.8147622229646958","0.9020854243336678","0.8845424107142855"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","1.0","0.870029866042393","0.8175464973827824","0.9019739043158246","0.8905691964285717"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","1.0","0.8683280648301787","0.8222240784051672","0.888479982156797","0.8942801339285721"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","1.0","0.8497995711080572","0.8137320414300031","0.8466599754655961","0.889006696428572"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","1.0","0.6556844295148169","0.5718064372424544","0.5840303334448534","0.8112165178571427"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","1.0","0.8545278779650425","0.7953001447822696","0.8828482212557154","0.8854352678571423"
"data_herg","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","1.0","0.8571584736587688","0.7964695400378661","0.8853295416527267","0.8896763392857138"
"data_herg","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","1.0","0.8609339449666115","0.8141218398485355","0.8753206200512992","0.8933593749999996"
"data_herg","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","1.0","0.8554907429384512","0.8115046218955357","0.8557488569198171","0.8992187500000004"
"data_herg","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","1.0","0.6872660390102263","0.592939080075732","0.6461469833835173","0.8227120535714295"
"data_herg","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","1.0","0.854508839233115","0.7954672012473549","0.8840749414519906","0.8839843749999996"
"data_herg","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","1.0","0.8569435900584632","0.7985299031072507","0.883461581353853","0.8888392857142858"
"data_herg","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","1.0","0.8612098063492204","0.8171288562200703","0.8792795806847329","0.8872209821428582"
"data_herg","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","1.0","0.8514530613181069","0.8143445818019837","0.8527378164380506","0.8872767857142866"
"data_herg","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","1.0","0.6670303529694337","0.5740616995211044","0.6167056986729118","0.8103236607142851"
"data_herg","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","1.0","0.8588040947548311","0.796135427107696","0.888479982156797","0.891796875"
"data_herg","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","1.0","0.8611834600904382","0.7981957901770805","0.8889818222370914","0.8963727678571425"
"data_herg","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","1.0","0.8651557033150383","0.8137320414300041","0.879112300657968","0.9026227678571429"
"data_herg","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","1.0","0.8491901864731703","0.8081078071054697","0.8448198951711833","0.8946428571428582"
"data_herg","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","1.0","0.6733916294952295","0.5929669228199129","0.6023753763800603","0.8248325892857149"
"data_herg","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","1.0","0.8660830337756252","0.8277926272413404","0.8871417419426786","0.8833147321428567"
"data_herg","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","1.0","0.8664032182746292","0.8256765786835947","0.8776625404260064","0.8958705357142868"
"data_herg","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","1.0","0.7976941685836924","0.7527564316739054","0.8111966097914575","0.8291294642857145"
"data_herg","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","1.0","0.6275012142305311","0.569384118498719","0.5998661759785882","0.713253348214286"
"data_herg","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","1.0","0.5325904305121286","0.5238333890188217","0.538056206088993","0.5358816964285714"
"data_herg","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","1.0","0.873601759692948","0.8333333333333331","0.8930523028883685","0.8944196428571424"
"data_herg","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","1.0","0.8660128393186185","0.8270130304042771","0.8730902196944351","0.897935267857143"
"data_herg","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","1.0","0.6697212700192732","0.5727530905446039","0.6085647373703579","0.8278459821428575"
"data_herg","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","1.0","0.5984397601974221","0.5747020826372646","0.5742723318835731","0.6463448660714286"
"data_herg","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","1.0","0.5325904305121286","0.5238333890188217","0.538056206088993","0.5358816964285714"
"data_herg","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","1.0","0.8689129606627745","0.8218899654749965","0.893386862941898","0.891462053571429"
"data_herg","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","1.0","0.8580591718782228","0.818214723243122","0.8676257388201182","0.8883370535714281"
"data_herg","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","1.0","0.6502143188208207","0.5478059917585475","0.5829708932753429","0.8198660714285717"
"data_herg","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","1.0","0.5729049950780412","0.5691335338010912","0.5714564514330323","0.578125"
"data_herg","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","1.0","0.5325904305121286","0.5238333890188217","0.538056206088993","0.5358816964285714"
"data_herg","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","1.0","0.8644261006866004","0.8190778483127291","0.8805620608899297","0.8936383928571424"
