"NAME [String]","METHOD [String]","C [Double]","coef0 [Double]","featuresColumn [String]","degree [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","SVR_TAN","0.1","2.0","cdk_fp","5","0.631446384213314","0.6166403173189652","0.6044227326936783","0.6732761026272988"
"Caco2","SVR_TAN","1.0","2.0","cdk_fp","5","0.631446384213314","0.6166403173189652","0.6044227326936783","0.6732761026272988"
"Caco2","SVR_TAN","10.0","2.0","cdk_fp","5","0.631446384213314","0.6166403173189652","0.6044227326936783","0.6732761026272988"
"Caco2","SVR_TAN","0.001","3.0","cdk_fp","5","0.6798835446005901","0.6916314209198967","0.6509062400000591","0.6971129728818145"
"Caco2","SVR_TAN","0.01","3.0","cdk_fp","5","0.625318065481673","0.6072355989857924","0.6048830269000974","0.6638355705591293"
"Caco2","SVR_TAN","0.1","3.0","cdk_fp","5","0.625318065481673","0.6072355989857924","0.6048830269000974","0.6638355705591293"
"Caco2","SVR_TAN","1.0","3.0","cdk_fp","5","0.625318065481673","0.6072355989857924","0.6048830269000974","0.6638355705591293"
"Caco2","SVR_TAN","10.0","3.0","cdk_fp","5","0.625318065481673","0.6072355989857924","0.6048830269000974","0.6638355705591293"
"MouseRatTox","SVR_TAN","0.001","0.0","rdkit_fp","2","1.3709233480206207","1.4447082531686057","1.3454161012210162","1.3226456896722396"
"MouseRatTox","SVR_TAN","0.01","0.0","rdkit_fp","2","1.3552529220391663","1.4310959485858668","1.3286406997619271","1.3060221177697047"
"MouseRatTox","SVR_TAN","0.1","0.0","rdkit_fp","2","1.295840069822666","1.3602922460208162","1.2930478884412921","1.23418007500589"
"MouseRatTox","SVR_TAN","1.0","0.0","rdkit_fp","2","1.2272770109390638","1.2826803002301035","1.2392740933175386","1.1598766392695496"
"MouseRatTox","SVR_TAN","10.0","0.0","rdkit_fp","2","1.1721229945051357","1.305615992240905","1.1083998194979827","1.1023531717765191"
"MouseRatTox","SVR_TAN","0.001","1.0","rdkit_fp","2","1.3660720211145592","1.4400575744129236","1.3393679493952957","1.3187905395354582"
"MouseRatTox","SVR_TAN","0.01","1.0","rdkit_fp","2","1.32777118522649","1.3973738477122477","1.310279930697417","1.275659777269805"
"MouseRatTox","SVR_TAN","0.1","1.0","rdkit_fp","2","1.2697712912267174","1.3167947010488528","1.2867681600177971","1.205751012613502"
"MouseRatTox","SVR_TAN","1.0","1.0","rdkit_fp","2","1.1919388360660863","1.2956629774632529","1.159758409619496","1.1203951211155103"
"MouseRatTox","SVR_TAN","10.0","1.0","rdkit_fp","2","1.1684741761972905","1.3173648746065774","1.0933002436461268","1.0947574103391673"
"MouseRatTox","SVR_TAN","0.001","2.0","rdkit_fp","2","1.3600721717651318","1.4354064058507212","1.3331282620761888","1.3116818473684853"
"MouseRatTox","SVR_TAN","0.01","2.0","rdkit_fp","2","1.3143772919126","1.3791045047263852","1.305853314671957","1.2581740563394574"
"MouseRatTox","SVR_TAN","0.1","2.0","rdkit_fp","2","1.2615108633358003","1.3022646864578462","1.2856819766316576","1.1965859269178967"
"MouseRatTox","SVR_TAN","1.0","2.0","rdkit_fp","2","1.1761813726645494","1.2962815342799912","1.126739049208919","1.105523534504738"
