"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.1","0.727124604345855","0.7120194567904798","0.717067723694216","0.7522866325528691"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.1","0.8631873664238241","0.858178003344275","0.84804821748275","0.8833358784444472"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.1","0.8640465463386838","0.8600184774905857","0.8488287679612978","0.8832923935641681"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.1","0.8211854047909449","0.813495799385095","0.8075222343913434","0.8425381805963963"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.1","0.6908516692600598","0.6791212333485388","0.6810198716079533","0.7124139028236877"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.1","0.7326156801835787","0.718533286539603","0.7241945449206509","0.7551192090904819"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.1","0.8632575798339088","0.8582592828803592","0.8481186806425633","0.883394775978804"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.1","0.8657607239503591","0.8625868207675297","0.8501321346837665","0.8845632163997814"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.1","0.8355179351705023","0.8347260494675836","0.8174868008509243","0.8543409551929991"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.1","0.7157779783247168","0.7117033301367854","0.7011358923823197","0.7344947124550452"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.1","0.7367962227798676","0.7245787507583981","0.7262979480037477","0.7595119695774571"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.1","0.8639924223327456","0.8583508081893946","0.849137347497296","0.8844891113115464"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.1","0.8643779257447769","0.8605656203165929","0.849433992051168","0.8831341648665698"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.1","0.822418815474598","0.8138148908226577","0.812076248854732","0.8413653067464048"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.1","0.6915545379090098","0.6774008311234911","0.6872026036018436","0.7100601790016946"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.1","0.732947756534715","0.7203976633494357","0.7242621989185725","0.7541834073361368"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.1","0.8639834971790464","0.858446284697064","0.8490442280612281","0.884459978778847"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.1","0.8639922875745936","0.8604947678905932","0.8485903940508881","0.8828917007822994"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.1","0.8194307133264442","0.8131899926484679","0.8054962005752694","0.8396059467555953"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.1","0.6871068832994136","0.6786839548555372","0.6759374186885985","0.706699276354105"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.1","0.740382804831961","0.7255639800294782","0.7307593613255717","0.7648250731408331"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.1","0.8641168791301652","0.8586096778092754","0.8492500909240578","0.8844908686571623"
"Chagas","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.1","0.8205555440046394","0.8105933168375365","0.8095853763479252","0.8414879388284566"
"Chagas","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","0.1","0.7579481805325278","0.7408795395475912","0.7551514898674382","0.7778135121825536"
"Chagas","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","0.1","0.8512545837116465","0.8440763038152158","0.8376708553572594","0.8720165919624642"
"Chagas","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","0.1","0.8638364472827997","0.8590477632225992","0.8486849119874593","0.8837766666383408"
"Chagas","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","0.1","0.8640695915988035","0.8591863202069138","0.8490125465898565","0.8840099079996403"
"Chagas","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.1","0.8168779455627266","0.8055053979815102","0.8094066300178415","0.8357218086888285"
"Chagas","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","0.1","0.7779687664730535","0.7600888836842898","0.7816813127639267","0.7921361029709438"
"Chagas","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","0.1","0.853547420928591","0.847711026138441","0.8395277243722111","0.8734035122751209"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","0.1","0.8638450462109345","0.8590514600645796","0.8486927219964957","0.8837909565717283"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","0.1","0.864067629135309","0.8591834330173466","0.849012543935816","0.8840069104527644"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.1","0.815078158930505","0.8027022591367455","0.8077501369920099","0.8347820806627593"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","0.1","0.7929352851872236","0.7775743649201453","0.7932291415088863","0.8080023491326388"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","0.1","0.855253855496986","0.8496894257712649","0.8410555589809313","0.8750165817387617"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","0.1","0.863848468234003","0.8590591482672271","0.8486940682747304","0.8837921881600513"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","0.1","0.8640696615000857","0.8591862686232108","0.8490121776219726","0.8840105382550738"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.1","0.821559815249719","0.8140339013983968","0.8069665568537787","0.8436789874969812"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","0.1","0.7641988781673009","0.7496402405808212","0.7572343126186467","0.7857220813024349"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","0.1","0.8533639254851031","0.847103389273022","0.8383435273898939","0.8746448597923933"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","0.1","0.8646513283747902","0.8592563875416991","0.8497290483545561","0.8849685492281151"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","0.1","0.8648807939544483","0.859358892209755","0.8501373238995471","0.8851461657540427"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.1","0.8183206390838359","0.8063301699355528","0.8091041199683","0.8395276273476546"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","0.1","0.7833556920087844","0.7674930200734235","0.7814157277353152","0.8011583282176147"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","0.1","0.8550053754910465","0.8487806667864373","0.8398002537440825","0.8764352059426197"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","0.1","0.8646432239064059","0.859249017026455","0.8497344674987056","0.884946187194057"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","0.1","0.864881182584322","0.8593595815539574","0.8501375484107906","0.8851464177882178"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.1","0.8160987985145903","0.8012475388798352","0.8082558209980732","0.8387930356658626"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","0.1","0.7967846946674375","0.7781527915410588","0.7949674100237167","0.8172338824375371"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","0.1","0.8565654864760809","0.8510805720841017","0.8410057234607288","0.8776101638834118"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","0.1","0.8646482464869264","0.8592617318351373","0.8497368045935174","0.8849462030321249"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","0.1","0.8648820753357471","0.8593586721755999","0.85014138390682","0.8851461699248215"
"Chagas","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","1.0","0.833365004597372","0.8270597120402854","0.8177853511631572","0.8552499505886733"
"Chagas","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","1.0","0.6931228124024352","0.6801912555963637","0.6757973614478046","0.7233798201631372"
"Chagas","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","1.0","0.5517624122702276","0.5397141399732619","0.5293927346028064","0.5861803622346144"
"Chagas","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","1.0","0.5733344563014094","0.5582102418270158","0.5436031685260254","0.618189958551187"
"Chagas","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","1.0","0.8447940487298723","0.8322920920943913","0.8293273801705634","0.872762673924662"
"Chagas","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","1.0","0.8233906847744192","0.8125819471861091","0.8115562082401948","0.8460338988969536"
"Chagas","SVR_RBF_FP","0.001","1500","rdkit_fp","MaxMin","1.0","0.6755374094994879","0.6577683932680161","0.664540008704138","0.70430382652631"
"Chagas","SVR_RBF_FP","0.01","1500","rdkit_fp","MaxMin","1.0","0.5314094766961497","0.5171073211341287","0.5194509886558373","0.5576701202984831"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","1.0","0.5631978757415268","0.5484749883465323","0.5439876376059392","0.5971310012721089"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","1.0","0.8459316140206665","0.8340123773628546","0.8309996086983028","0.8727828560008423"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","1.0","0.8194808855634642","0.811128486706475","0.806281192629677","0.8410329773542404"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","1.0","0.6685539808075984","0.6545266705983376","0.6578711611688844","0.6932641106555731"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","1.0","0.5246731365415677","0.5112640555643508","0.5189729651153115","0.5437823889450403"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","1.0","0.5694681975380002","0.5548420800747663","0.554700877685009","0.5988616348542251"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","1.0","0.8462606953764169","0.8343309823893923","0.8313801508406193","0.8730709528992392"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","1.0","0.8344047889388069","0.8333258850400566","0.8165872261256496","0.8533012556507142"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","1.0","0.6937225376980888","0.6912146643136592","0.6761139548588698","0.7138389939217372"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","1.0","0.5385609278546899","0.5301382787890199","0.519964006270814","0.565580498504236"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","1.0","0.5695050499083233","0.5537664360417087","0.5441486313378905","0.6106000823453708"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","1.0","0.8487079982038384","0.8336286714227789","0.8346315223363318","0.8778638008524043"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","1.0","0.820948568693094","0.8117610280380805","0.8109780278743152","0.8401066501668862"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","1.0","0.6669907059634662","0.6559281994445031","0.6612872701051075","0.6837566483407883"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","1.0","0.5150340504420262","0.49842205896083663","0.515476502879915","0.5312035894853272"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","MaxMin","1.0","0.5603825949749447","0.5469801363481928","0.542670897340764","0.5914967512358774"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","MaxMin","1.0","0.8487222518387182","0.834198673547144","0.8341355424067414","0.8778325395622691"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","1.0","0.8175801880793","0.8110073516618307","0.8038864354603431","0.837846777115726"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","MaxMin","1.0","0.6621955576168767","0.655870302031981","0.6504217641319936","0.680294606686655"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","MaxMin","1.0","0.5122087699948205","0.49774363504754043","0.5095792876020863","0.5293033873348346"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","MaxMin","1.0","0.5649710171019975","0.5484949951582204","0.548633622105655","0.5977844340421169"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","1.0","0.849300090586174","0.834659109317958","0.835193985061156","0.8780471773794076"
"Chagas","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","1.0","0.6635400386608791","0.6541688802573147","0.6498380209712814","0.6866132147540411"
"Chagas","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","1.0","0.6244116743947375","0.6127297081453532","0.5906487659177989","0.6698565491210604"
"Chagas","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","1.0","0.7985053405638983","0.7798956743638191","0.7899253878207385","0.8256949595071371"
"Chagas","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","1.0","0.8488160052739812","0.8374593891460141","0.8337508906449146","0.875237736031015"
"Chagas","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","1.0","0.8492214455133307","0.8376250736304766","0.8344370141709003","0.8756022487386153"
"Chagas","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","1.0","0.6623307940730175","0.6505399387165617","0.6541042292454079","0.6823482142570833"
"Chagas","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","1.0","0.6538354908020021","0.6405346819628952","0.6328942967640663","0.6880774936790449"
"Chagas","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","1.0","0.8047349857869066","0.789167770450359","0.7948156041076494","0.8302215828027112"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","1.0","0.8488574691463109","0.8374784546133217","0.8337841198778925","0.8753098329477186"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","1.0","0.8492204446189392","0.8376250677474805","0.8344374350478646","0.8755988310614726"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","1.0","0.6625215674885295","0.6530305548237132","0.6498206432285824","0.6847135044132933"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","1.0","0.6765873009302767","0.6693265211730981","0.6563249992543468","0.7041103823633856"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","1.0","0.811201327096614","0.796182923250445","0.8004460119916414","0.8369750460477556"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","1.0","0.8488591160546134","0.8374784770289111","0.8337831710899316","0.8753157000449973"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","1.0","0.8492213760278258","0.8376251009621248","0.8344366180765646","0.8756024090447883"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","1.0","0.6622731330892613","0.6502799460107436","0.6521880847967872","0.6843513684602529"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","1.0","0.620154130948158","0.6073949649814737","0.5903019200380203","0.6627655078249798"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","1.0","0.8049133659670766","0.7853490352180437","0.7926795265147699","0.8367115361684164"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","1.0","0.851803031343597","0.8372767726070578","0.8374788450376592","0.8806534763860743"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","1.0","0.8521062167199395","0.837374276813264","0.8381421656834264","0.8808022076631282"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","1.0","0.6602676097309651","0.6455150473390205","0.6516605001571991","0.6836272816966757"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","1.0","0.6604657988368161","0.650265301873828","0.6288163930485764","0.7023157015880438"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","1.0","0.8102337548083692","0.7918640419149315","0.7956040072603492","0.8432332152498268"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","1.0","0.8517731254816279","0.8372531445717554","0.8375033518719343","0.880562880001194"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","1.0","0.8521066293722622","0.837374680840147","0.8381426702506244","0.8808025370260154"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","1.0","0.6650110854263621","0.6474012226942429","0.652387381369979","0.6952446522148644"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","1.0","0.6857075866038663","0.6669687221595074","0.6663389958503555","0.7238150418017361"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","1.0","0.8149215882109936","0.7984939948843551","0.7991181352923985","0.8471526344562269"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","1.0","0.8517775000131884","0.8372815748132542","0.8374884381346823","0.8805624870916288"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","1.0","0.8521092193180827","0.8373741099222615","0.8381513349183192","0.8808022131136674"
"Chagas","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","10.0","0.6916740430126181","0.6791091475940322","0.6741310697675093","0.7217819116763129"
"Chagas","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","10.0","0.5383455998583749","0.5264694455183049","0.5155915543497386","0.5729757997070812"
"Chagas","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","10.0","0.4847291700745863","0.47780685797322053","0.4692215695315049","0.5071590827190335"
"Chagas","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","10.0","0.5515380412561455","0.5342548986205283","0.5317261984632684","0.5886330266846396"
"Chagas","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","10.0","0.8434187495300319","0.8240510520690182","0.8301712261521763","0.8760339703689012"
"Chagas","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","10.0","0.6739513840936668","0.6566087015437045","0.6625648283637915","0.7026806223735045"
"Chagas","SVR_RBF_FP","0.001","1500","rdkit_fp","MaxMin","10.0","0.5215156625660271","0.5070609573372002","0.5097959637699724","0.5476900665909088"
"Chagas","SVR_RBF_FP","0.01","1500","rdkit_fp","MaxMin","10.0","0.47326429476768417","0.4703313527457364","0.4628255765131414","0.48663595504417473"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","10.0","0.5414529984027795","0.524031303767814","0.5327077137173735","0.5676199777231511"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","10.0","0.8446797601592889","0.8259314186052077","0.8321702983511565","0.8759375635215024"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","10.0","0.6666545718768111","0.6520169525633809","0.6563915129741424","0.6915552500929101"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","10.0","0.5140394833084763","0.5008389247227271","0.5087632897752882","0.5325162354274136"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","10.0","0.4734181176672168","0.4684249430936323","0.46936150604118515","0.4824679038668329"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","10.0","0.5491220663253394","0.5304962288847848","0.5454206063140785","0.5714493637771548"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","10.0","0.8450804701014464","0.8262917195697591","0.8326254310318255","0.8763242597027544"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","10.0","0.6912926455351167","0.6887656023770005","0.6738004640212143","0.7113118702071355"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","10.0","0.5275645832372654","0.519545070233722","0.5084426370740269","0.5547060424040472"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","10.0","0.4691351479171219","0.45805883365603095","0.4527708068555281","0.4965758032398067"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","10.0","0.545577627653157","0.5245992612064334","0.5284988423261879","0.5836347794268495"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","10.0","0.8465017485125648","0.8253257234277445","0.8340676782518308","0.8801118438581188"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","10.0","0.6646249705835051","0.653030885478725","0.6589016445951642","0.681942381676626"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","10.0","0.5050256151199632","0.48696891787139823","0.5068241676290466","0.5212837598594449"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","10.0","0.46357058134968737","0.4470182850041997","0.45736268684221254","0.48633077220265"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","MaxMin","10.0","0.5387776194501087","0.5181462741441494","0.5305009732762349","0.5676856109299419"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","MaxMin","10.0","0.8465636450997095","0.8259387220951802","0.8334639249835072","0.8802882882204411"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","10.0","0.6598079137075948","0.6532165048538913","0.6490434495767488","0.6771637866921443"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","MaxMin","10.0","0.5023409280959611","0.48711958318375725","0.5017513355473194","0.5181518655568064"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","MaxMin","10.0","0.4616545715230928","0.4477415575303104","0.45180903552496854","0.4854131215139995"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","MaxMin","10.0","0.5437352785432122","0.51993395687415","0.5372722965752154","0.5739995821802714"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","10.0","0.8472971263364637","0.8264948840610072","0.8347965112009841","0.8805999837473997"
"Chagas","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","10.0","0.5752813571835115","0.5779925125750837","0.5415497164280838","0.6063018425473666"
"Chagas","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","10.0","0.6090810842027707","0.602685913284475","0.5697443471438065","0.6548129921800306"
"Chagas","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","10.0","0.7940693718454015","0.7673867769220953","0.7887231041545555","0.8260982344595537"
"Chagas","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","10.0","0.8480203181240649","0.8296326334184315","0.8355882750851298","0.8788400458686334"
"Chagas","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","10.0","0.8484143613933436","0.8297850985429538","0.8363012328995938","0.8791567527374832"
"Chagas","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","10.0","0.5878865849153619","0.5960639026482398","0.5554700972349302","0.6121257548629156"
"Chagas","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","10.0","0.6421544885479971","0.6288575272970037","0.6213664669939343","0.6762394713530531"
"Chagas","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","10.0","0.8005971580781409","0.7771733924749711","0.793765406139368","0.8308526756200836"
"Chagas","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","10.0","0.8480737254313434","0.8296578367572921","0.8356336411229037","0.8789296984138344"
"Chagas","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","10.0","0.8484130817615303","0.8297836520723092","0.8363017352190261","0.8791538579932557"
"Chagas","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","10.0","0.6009239327328469","0.6160533418421694","0.5592670392319451","0.6274514171244262"
"Chagas","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","10.0","0.6684219345698535","0.6597234097335597","0.6470304430659333","0.6985119509100679"
"Chagas","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","10.0","0.8070337371389894","0.7842890522774855","0.7989183977625784","0.8378937613769041"
"Chagas","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","10.0","0.8480771182440808","0.8296600241623556","0.835628241037374","0.8789430895325132"
"Chagas","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","10.0","0.8484153204703677","0.8297850576499775","0.8363008927271239","0.8791600110340021"
"Chagas","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","10.0","0.5554740040165932","0.553723213222381","0.5338421000733329","0.5788566987540656"
"Chagas","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","10.0","0.6055840661115707","0.5898380792478966","0.5681703524957935","0.658743766591022"
"Chagas","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","10.0","0.7986699986251383","0.7717413367812824","0.7886580603363599","0.8356105987577728"
"Chagas","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","10.0","0.8502136502715443","0.8293348240012511","0.8375767572924722","0.8837293695209094"
"Chagas","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","10.0","0.8505135719111032","0.8294255344066351","0.8382583629577326","0.8838568183689419"
"Chagas","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","10.0","0.5789238898238407","0.5774391563358285","0.5505071819271194","0.6088253312085741"
"Chagas","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","10.0","0.6485592154168932","0.6299337714630017","0.6178795418137418","0.6978643329739361"
"Chagas","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","10.0","0.8044476903420632","0.7783830276888142","0.7922485333628795","0.8427115099744957"
"Chagas","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","10.0","0.8501813267452762","0.8292967871733444","0.8376014470609987","0.8836457460014853"
"Chagas","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","10.0","0.850512849054665","0.8294254760856054","0.8382588778551712","0.883854193223218"
"Chagas","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","10.0","0.6013345686996189","0.5982522475914293","0.5670336272831166","0.6387178312243107"
"Chagas","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","10.0","0.6785604726281097","0.650385531873248","0.6622889715800044","0.7230069144310768"
"Chagas","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","10.0","0.8092960845445772","0.7854720614257156","0.7955174253964868","0.8468987668115292"
"Chagas","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","10.0","0.8501977575301728","0.8293393136606151","0.8376083597408766","0.8836455991890265"
"Chagas","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","10.0","0.8505166533394215","0.8294254161669188","0.8382677208739211","0.8838568229774247"
"Xanthine-Bostaurus","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.001","1.6999732385861366","1.7608895176568824","1.7376147166117428","1.601415481489784"
"Xanthine-Bostaurus","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.001","1.699130973542761","1.7598664183300037","1.7368724560198638","1.6006540462784151"
"Xanthine-Bostaurus","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.001","1.6926674029583133","1.7530637369913373","1.731503876815286","1.5934345950683166"
"Xanthine-Bostaurus","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.001","1.6966088690263377","1.757607999922771","1.7342092977387715","1.5980093094174708"
"Xanthine-Bostaurus","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.001","1.6998762042640376","1.760807452006195","1.7374334703750962","1.6013876904108222"
"Xanthine-Bostaurus","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.001","1.699964146309165","1.7608808973962968","1.737604018272322","1.601407523258876"
