"NAME [String]","METHOD [String]","C [Double]","featuresColumn [String]","scalerType [String]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"ADMECaco2","SVR_LIN_DESC","0.001","cdk_desc","MaxMin","681.561991182937","2043.07322716765","0.8368354915574534","0.7759108896039941"
"ADMECaco2","SVR_LIN_DESC","0.01","cdk_desc","MaxMin","40799.541968288184","122397.11980382526","0.7800906270483625","0.7260104122551472"
"ADMECaco2","SVR_LIN_DESC","0.1","cdk_desc","MaxMin","172830.32046806178","518489.61214956874","0.6617000818360367","0.687554534777783"
"ADMECaco2","SVR_LIN_DESC","1.0","cdk_desc","MaxMin","466163.9521163893","1398490.5590349361","0.6089211501563833","0.6883930814219875"
"ADMECaco2","SVR_LIN_DESC","1.0E-4","rdkit_desc","Standard","0.9039158395533682","0.8506836615231501","0.9380526827165627","0.9230111744203917"
"ADMECaco2","SVR_LIN_DESC","0.001","rdkit_desc","Standard","0.8524318602914613","0.7938040894754713","0.8707973923687425","0.8926940990301702"
"ADMECaco2","SVR_LIN_DESC","0.01","rdkit_desc","Standard","0.8340206969433429","0.7819128845180843","0.8101409530112434","0.9100082533007012"
"ADMECaco2","SVR_LIN_DESC","0.1","rdkit_desc","Standard","0.8955157996529208","0.8929052363390325","0.8119567012093228","0.981685461410407"
"ADMECaco2","SVR_LIN_DESC","1.0","rdkit_desc","Standard","0.9786469726480593","0.9562560516088604","0.8590363031946281","1.1206485631406895"
"ADMECaco2","SVR_LIN_DESC","1.0E-4","cdk_desc","Standard","13281.546500115997","39842.788324564215","0.932762335696416","0.9184134480796327"
"ADMECaco2","SVR_LIN_DESC","0.001","cdk_desc","Standard","121747.93737108885","365242.09259373666","0.8428543671249","0.8766651628101129"
"ADMECaco2","SVR_LIN_DESC","0.01","cdk_desc","Standard","394833.82155889925","1184499.8837874865","0.7326395363684501","0.8482496750149372"
"ADMECaco2","SVR_LIN_DESC","0.1","cdk_desc","Standard","737746.2664280984","2213237.150796507","0.7598395534155639","0.8886482346841452"
"ADMECaco2","SVR_LIN_DESC","1.0","cdk_desc","Standard","642560.0414329177","1927678.3016446761","0.8192864087385665","1.0033676682471808"
