"NAME [String]","METHOD [String]","C [Double]","scalerType [String]","featuresColumn [String]","foldSize [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","6.721010049977292","6.713051459479425","6.688449585057529","6.761529105394923"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","6.7221033918528805","6.708653450745019","6.6875196567367015","6.77013706807692"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","6.723050146735709","6.707949796316391","6.687630978011696","6.773569665879039"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","2.0861287801276718","1.976048086606339","2.0990077389753306","2.1833305148013453"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","1.057135872238831","1.0588975805497371","1.0356914300740068","1.0768186060927496"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.8572885785320984","0.9087736494968601","0.850377965737044","0.8127141203623912"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.8437584859983716","0.9328809344245257","0.8319970421594045","0.7663974814111842"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","0.8526221411268905","0.9329939555283808","0.844969716089403","0.7799027517628879"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","6.77774045941666","6.78739480077351","6.732664039896705","6.813162537579766"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","6.770645962825019","6.822579291002515","6.688076979313302","6.801281618159241"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","6.771669433376022","6.847940190949993","6.677541673214129","6.789526435963947"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","6.769952985564575","6.849505491074842","6.677536867073539","6.7828165985453435"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","6.7698077979561715","6.850026595843737","6.677619326474615","6.7817774715501615"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","2.042032290308287","1.8643029093587202","2.1012843819041493","2.1605095796619915"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","1.0131167116653879","1.0094058095883094","0.9912810135659066","1.038663311841948"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.7978157544703062","0.8612703491368171","0.7636845177156901","0.7684923965584111"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.7786845655910909","0.8584173465439758","0.7494227597194953","0.7282135905098013"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.7944790977439421","0.884400333617026","0.761916203732961","0.7371207558818392"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","6.742262636245346","6.748260192106914","6.697283349635055","6.78124436699407"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","6.718528472964345","6.746780494504966","6.667030408420952","6.741774515967119"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","6.717507142988036","6.751942117594163","6.666070634493636","6.734508676876307"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","6.718467519245347","6.752313272143604","6.667728384603769","6.735360900988665"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","6.719075075139773","6.753903429566128","6.667915588216256","6.735406207636934"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","2.1024658695375567","1.9814214335348552","2.1121608004108396","2.2138153746669755"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","1.053416403119146","1.0655863321833912","1.0253092036395253","1.0693536735345215"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.8201785487262331","0.8643480259246356","0.8127468301524523","0.7834407901016112"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.7921577912151735","0.8429094274673804","0.800225461470763","0.733338484707377"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","0.8063333230470159","0.8652997795386049","0.8110227401196063","0.7426774494828364"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","6.767895330965633","6.780231601128722","6.71494133614313","6.808513055625046"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","6.766023545250795","6.802305018365148","6.7070292318481455","6.788736385539092"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","6.767247250990761","6.8140895038632","6.705585416459039","6.782066832650046"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","6.767623136764193","6.81730635351946","6.705201369063042","6.780361687710078"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","6.767729923874906","6.8177509201736655","6.705175105092152","6.780263746358896"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","2.0392534428015625","1.8746208585831088","2.0602154306468723","2.1829240391747056"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","0.9830408967066863","0.9699116528194155","0.9459048469489144","1.0333061903517289"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.7721467010160916","0.8216589513232058","0.7265247347040359","0.7682564170210333"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.7669422011557302","0.8362910428504694","0.7213338099190929","0.7432017506976285"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.7801689292526671","0.8521188950852845","0.7396100713378108","0.7487778213349064"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","6.7407183013765595","6.743067241061618","6.685172585426931","6.793915077641129"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","6.728024275939359","6.7466238336812046","6.671404847077398","6.7660441470594765"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","6.725103471137547","6.742559368776574","6.670767492821479","6.761983551814587"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","6.725624795418476","6.74219027088405","6.670793719371393","6.763890395999983"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","6.725598900957017","6.742002940880333","6.670800024223939","6.76399373776678"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","2.0765990908957512","1.9575960668593357","2.0786101276177185","2.1935910782101997"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","1.0180122669144955","1.0275468735553543","0.9910453621309318","1.0354445650572008"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.7975226237213761","0.8532041034153366","0.7972533522910538","0.7421104154577377"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.7839680310119608","0.8608234132068353","0.8031213375967554","0.6879593422322915"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","0.8015299949255249","0.8811272856840381","0.8182863338780739","0.7051763652144626"
"Xanthine-Bostaurus","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","6.763126154570806","6.770931839057761","6.710439401890241","6.808007222764415"
"Xanthine-Bostaurus","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","6.752323442257026","6.794387312632922","6.680174577709165","6.782408436428992"
"Xanthine-Bostaurus","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","6.748037804419991","6.8088955973981","6.6707758674406445","6.764441948421228"
"Xanthine-Bostaurus","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","6.746726749574236","6.811000408465449","6.669156348425997","6.760023491831262"
"Xanthine-Bostaurus","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","6.746601088208308","6.811269321902942","6.669022554423347","6.759511388298636"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","0.8238722921530254","0.7729980539937582","0.875164936409376","0.8234538860559418"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","0.6898643045488662","0.641933676484876","0.7621117973972199","0.6655474397645029"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","0.6169333571081536","0.5625337821740571","0.6972244467449903","0.5910418424054131"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","0.6077252795635233","0.549516485021403","0.6860711539622579","0.587588199706909"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","0.6072341301205294","0.5467611939965512","0.6888089665921114","0.5861322297729255"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","0.8124882874390953","0.7853814289189953","0.8669415793898635","0.785141854008427"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","0.8101608373770269","0.7908616105278529","0.8706399686358658","0.7689809329673621"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","0.813748985603","0.7912124656097289","0.8742192322845658","0.7758152589147054"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","0.8142441711363247","0.7908023350911744","0.8747435937567235","0.7771865845610765"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","0.8142944253427724","0.7907552423742364","0.8747927233576852","0.7773353102963955"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","0.8264185610115149","0.7752855503213595","0.8781405726790317","0.8258295600341532"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","0.6987947886785992","0.6628049318099419","0.7620879309780366","0.6714915032478188"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.6266952035583492","0.609581760564386","0.6780932853078441","0.5924105648028175"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.6191336421849799","0.6075730053125875","0.6626371687840975","0.5871907524582547"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","0.6225366177299243","0.6062488157064151","0.6634741551265758","0.5978868823567819"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","0.8168339195901781","0.7932299307978306","0.8548888633206019","0.8023829646521019"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","0.8173380783317169","0.7943289050577852","0.854015761700755","0.8036695682366106"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","0.825735866455981","0.792640276352798","0.8614695089191787","0.8230978140959662"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","0.8276552907857763","0.7919263798094479","0.8627927617969351","0.8282467307509457"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","0.8278179862575881","0.791837703456114","0.8629420527449992","0.828674202571651"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","0.8276759448674099","0.7752415956920629","0.8794353490146788","0.8283508898954883"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","0.6944760558192855","0.6541909632695443","0.759683409675813","0.6695537945124993"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.6256778180336989","0.6005363805446129","0.6754856171439793","0.6010114564125045"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.6175993287441746","0.5944446924178777","0.6573182222827905","0.6010350715318555"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.6136083664430773","0.5881458607876764","0.649169838913956","0.6035093996275992"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","0.8155933528653607","0.7939338054625619","0.8450919102946645","0.807754342838856"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","0.8086521055828874","0.7899322793193677","0.8308041303082658","0.8052199071210284"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","0.808113340043734","0.7836959135495425","0.8310278372607544","0.8096162693209052"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","0.8079926226349575","0.7825135250535183","0.8311636302463458","0.8103007126050087"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","0.8079793886872477","0.7823884595147789","0.8311770379402914","0.8103726686066728"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","0.8220309633068196","0.7714345637345141","0.8739429813416162","0.8207153448443287"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","0.6873456048251402","0.6506441950291828","0.7484243838073698","0.6629682356388679"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.6202544064077604","0.5915413762699","0.667040969196499","0.6021808737568821"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.6120212764790941","0.5850531041341962","0.6522919009342247","0.5987188243688613"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","0.6128373269009254","0.5867430442245433","0.6494736936538251","0.602295242824408"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","0.8204068118437865","0.7832507666182396","0.8638666756700893","0.8141029932430306"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","0.8239721240050676","0.7859372494979954","0.8744603502256789","0.8115187722915286"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","0.8279431947759163","0.7860968916375229","0.8818817233202212","0.815850969370005"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","0.8285863148395495","0.7860694596242778","0.8831496884046868","0.8165397964896836"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","0.8286529051494366","0.7860702885938801","0.8832738790018505","0.816614547852579"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","0.8251090059377479","0.7741043865997386","0.8757961272381988","0.8254265039753066"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","0.6880846008498226","0.6442483594287889","0.7589072340433227","0.661098209077356"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.6198411105502366","0.5734684575425874","0.6939135847195186","0.5921412893886039"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.6110255268178683","0.5580716435792163","0.6814341229689054","0.5935708139054829"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.6091461345940412","0.5526341695562373","0.6821751426373575","0.592629091588529"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","0.8222100355925218","0.787215913245039","0.869187834810032","0.8102263587224942"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","0.821290045025985","0.7767752134241748","0.877017724080543","0.8100771975732374"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","0.8226261680443286","0.7735494936060455","0.880916630604023","0.8134123799229169"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","0.8227652828813272","0.7729998951158533","0.8814097040770069","0.8138862494511215"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","0.8227837755966222","0.7729536121391315","0.8814605684556598","0.8139371461950752"
"ADMECaco2","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","0.8224450056462098","0.7719962868175887","0.8719488487527781","0.8233898813682625"
"ADMECaco2","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","0.6862536917243647","0.6490992606312529","0.7473393909157303","0.6623224236261106"
"ADMECaco2","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.6163227449953234","0.5944015001791236","0.6702692506633509","0.5842974841434956"
"ADMECaco2","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.6078988755130413","0.5892376375619491","0.6591717870303353","0.5752872019468396"
"ADMECaco2","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","0.6085482602884591","0.5883991761818513","0.6598791294977415","0.5773664751857847"
"ADMECaco2","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","0.8191172880379122","0.7827229176147694","0.8654681058631561","0.8091608406358112"
"ADMECaco2","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","0.8162218265079194","0.7814813283347892","0.8697013599013977","0.7974827912875712"
"ADMECaco2","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","0.8177175997045655","0.7809925207677062","0.8731932793731946","0.7989669989727956"
"ADMECaco2","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","0.8179366229469155","0.7809129906475268","0.8737100829233037","0.7991867952699161"
"ADMECaco2","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","0.8179643416674209","0.7809071028412415","0.8737630715264171","0.7992228506346041"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","1.2583014944428044","1.2293076179248386","1.3264085774872765","1.2191882879162976"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","0.8465666632387245","0.8404431257022178","0.8660173399825247","0.8332395240314312"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","0.7662379748150031","0.7608581539358671","0.7781506765995818","0.7597050939095605"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","0.8148432328312781","0.7932346243222461","0.8477214852923873","0.8035735888792012"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","0.9243801088889398","0.8412930336226979","1.0004049054298172","0.9314423876143041"
"TB_MDR","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","4.876308428140607","4.883504072780729","4.907760987583993","4.8376602240571005"
"TB_MDR","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","4.883967786392439","4.8908718750784415","4.911501025135669","4.849530458963208"
"TB_MDR","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","4.91166996012108","4.933557415349935","4.935982176519523","4.865470288493783"
"TB_MDR","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","5.018822968316164","5.087289235761538","5.043934075861623","4.925245593325332"
"TB_MDR","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","5.160152919168351","5.2711637446343005","5.195306038343765","5.013988974526987"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","1.2305382020896862","1.191360172051372","1.2942117369156214","1.2060426973020655"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","0.8379664320927089","0.8229946409828557","0.8625083583788294","0.8283962969164418"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.7655672448033184","0.7484288386030981","0.7767686092333935","0.7715042865734636"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.8348262000001755","0.7982050246114929","0.8640629621085352","0.8422106132804985"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","0.9322051644152877","0.884904746400531","0.9669399000401582","0.9447708468051734"
"TB_MDR","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","4.884998155365221","4.895864210602131","4.9122228326569966","4.846907422836533"
"TB_MDR","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","4.900595938193502","4.903197526813489","4.912273855995324","4.886316431771692"
"TB_MDR","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","4.933177556488768","4.907920203447688","4.958830834763189","4.932781631255427"
"TB_MDR","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","5.022868185391222","4.942027136078154","5.059577389319892","5.067000030775623"
"TB_MDR","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","5.221240524838403","5.067389025946336","5.227086934545106","5.369245614023764"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","1.2509253708320547","1.2289763018736573","1.3108874582306684","1.2129123523918381"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","0.8192638161751785","0.8076420107880982","0.8456579251881194","0.8044915125493183"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.7303917314606746","0.7265849257077415","0.7519298620999334","0.7126604065743491"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.7665205733752093","0.7640336566063433","0.7972751812702042","0.7382528822490801"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.8414249840436122","0.8181000680023192","0.867135183673837","0.8390397004546803"
"TB_MDR","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","4.874932774701847","4.8721108606647245","4.900599483898187","4.852087979542628"
"TB_MDR","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","4.883252712552696","4.891339803596405","4.897783133030378","4.860635201031304"
"TB_MDR","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","4.914209716359102","4.923169897025578","4.931993789881662","4.887465462170067"
"TB_MDR","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","4.9511294804345605","4.9620093051757905","4.959061094896613","4.9323180412312775"
"TB_MDR","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","4.967338323111938","4.985040619997347","4.972484919703699","4.944489429634769"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","1.220825652087531","1.1901775467346603","1.2834493528089057","1.1888500567190268"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","0.8136204412583924","0.800544350748672","0.8388324496418464","0.801484523384659"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.7380800131678059","0.7290941229450456","0.7532947508735646","0.7318511656848076"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.7835174312100571","0.7738877519064435","0.8013017503378406","0.7753627913858873"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","0.8574919294765729","0.8486643957910763","0.8654599301576222","0.8583514624810202"
"TB_MDR","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","4.889822044615204","4.891670667576775","4.899855840624942","4.877939625643893"
"TB_MDR","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","4.906961399373839","4.891793496373498","4.914523004177732","4.914567697570287"
"TB_MDR","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","4.917839897760127","4.869468073547545","4.938104728944561","4.9459468907882735"
"TB_MDR","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","4.93270196497057","4.856205992414481","4.9766436236919","4.965256278805327"
"TB_MDR","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","4.940126494190606","4.856005720197849","4.994832700729334","4.969541061644636"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","1.2430905999130402","1.2042998106496265","1.3212142197506542","1.2037577693388397"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","0.8086810527555612","0.7936888122699535","0.8405265945548798","0.7918277514418506"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.7307444480891553","0.718597179873668","0.7541582259634666","0.7194779384303314"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.7788413316558013","0.7537788967444997","0.7994247368293197","0.7833203613935842"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.8406773182746893","0.7880995875367947","0.8731779507306192","0.8607544165566539"
"TB_MDR","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","4.877789451199643","4.8775888384575214","4.89942864035737","4.856350874784038"
"TB_MDR","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","4.887237333293431","4.88404139672024","4.902789633475447","4.874880969684608"
"TB_MDR","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","4.904029173896535","4.893220162915766","4.919277710172887","4.899589648600951"
"TB_MDR","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","4.917099649527699","4.906397037287246","4.932907822367989","4.911994088927859"
"TB_MDR","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","4.921360916999853","4.911465511241484","4.939107639799372","4.9135095999587035"
"TB_MDR","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","1.2176790447094443","1.1753847504444483","1.2872878685999034","1.1903645150839808"
"TB_MDR","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","0.8025861448163253","0.7854809491612025","0.8318654744172855","0.790412010870488"
"TB_MDR","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.718543725539989","0.700998058332359","0.7353172735192066","0.7193158447684018"
"TB_MDR","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.7646237009542852","0.742729371117739","0.7855335233288848","0.765608208416232"
"TB_MDR","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","0.828597588930502","0.8144349969048335","0.8546875679844835","0.8166702019021892"
"TB_MDR","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","4.884558238331496","4.885558832924549","4.899904138014318","4.86821174405562"
"TB_MDR","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","4.892459115385686","4.885855312658769","4.903776134901836","4.887745898596451"
"TB_MDR","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","4.90486970757543","4.892936012019284","4.929292691379974","4.892380419327033"
"TB_MDR","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","4.915539664561916","4.9047482835583445","4.946440980316936","4.895429729810465"
"TB_MDR","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","4.917981644574201","4.906713504941763","4.9512430198877375","4.8959884088931025"
"LogP","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","1.9534535042573833","1.9189689946349515","2.014201139370745","1.9271903787664535"
"LogP","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","1.1993982448660376","1.2257238367030472","1.1858456268579345","1.1866252710371312"
"LogP","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","0.7580727013359764","0.766109802615914","0.7513838603188817","0.7567244410731336"
"LogP","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","0.6988178100137672","0.6943345883907829","0.6908298541256515","0.7112889875248676"
"LogP","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","0.8028485496317451","0.8210031186017003","0.7704957708265632","0.8170467594669718"
"LogP","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","2.1279967068439825","2.1315358764197474","2.101075332576445","2.1513789115357556"
"LogP","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","2.138581573661911","2.1748682732997073","2.0651463973990016","2.1757300502870245"
"LogP","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","2.218173804689634","2.2838156772644282","2.1141953519418855","2.256510384862589"
"LogP","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","2.2851343118810217","2.3513685440633765","2.2102690763607624","2.293765315218926"
"LogP","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","2.255240178609301","2.3093199921405367","2.2422163134209665","2.2141842302663997"
