"NAME [String]","METHOD [String]","C [Double]","scalerType [String]","featuresColumn [String]","foldSize [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","6.26817192868799","6.266004961346125","6.264348799189823","6.274162025528021"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","6.268180777819264","6.265986665206363","6.264332482764099","6.27422318548733"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","1.3267897016017138","1.3401993034520012","1.2979252009885272","1.3422446003646131"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","1.027347449497939","1.0395530226631269","1.0025403839646077","1.0399489418660826"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.940822215880917","0.9402117139714208","0.9383520273627719","0.9439029063085582"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.9421212759281502","0.9381178580825555","0.9515261639020489","0.9367198057998459"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.9476727086661477","0.9437115600218506","0.9621712340154184","0.9371353319611742"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","6.265604306136564","6.262885575993229","6.261455506766995","6.272471835649468"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","6.267788089400145","6.267399208935165","6.2610862106827305","6.27487884858254"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","6.269542797489037","6.271485947813381","6.261368262248538","6.275774182405191"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","6.269862150426409","6.272252231227863","6.261424862282687","6.275909357768677"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","6.269894866774408","6.272331550107189","6.261429907377969","6.275923142838067"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","1.313723272014504","1.3274643835638136","1.299270312401474","1.3144351200782247"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","1.0209258657964082","1.028662680256852","1.017784971062381","1.0163299460699915"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.9326422719103009","0.9446160852798284","0.9340552017261504","0.9192555287249238"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.9393319958738116","0.9608030145487093","0.9398037204787715","0.9173892525939538"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","0.9787833935943867","1.00951202802312","0.9783632568160018","0.9484748959440382"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","6.263605508245114","6.265362097396881","6.263981677643414","6.261472749695043"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","6.264854868781263","6.266328754752233","6.26764029766163","6.2605955539299245"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","6.267564344348195","6.268196033476861","6.269136711114581","6.265360288453144"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","6.268557289009137","6.268523634570822","6.269562494882937","6.267585737573651"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","6.268689034410497","6.268555798525966","6.269601080796947","6.26791022390858"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","1.312796514767262","1.3285777099755876","1.2864055020899583","1.3234063322362395"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","1.0015909694470755","1.0174353532930336","0.9762612765884303","1.011076278459763"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.9036321150539844","0.9107456588292128","0.9011993674690916","0.8989513188636489"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.9176214275115133","0.9180658774826587","0.924469977856267","0.9103284271956141"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.9372915075592531","0.9349660987132423","0.9467421477419771","0.9301662762225398"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","6.264394477532945","6.267340037775838","6.258645677472029","6.267197717350968"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","6.267494724799885","6.269493787660092","6.26054180681908","6.272448579920485"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","6.271473348262025","6.272824076182557","6.260967075137121","6.280628893466394"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","6.272757143231883","6.27373590754911","6.260249913967846","6.28428560817869"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","6.271242121443495","6.273862767791112","6.260252184815062","6.2796114117243125"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","1.3028570445950043","1.3229816740779385","1.2853585980190492","1.300230861688025"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","1.0049809316883636","1.0253556007522096","0.9870113198076436","1.0025758745052376"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.9191513829539821","0.9421533464948628","0.9043143953821406","0.910986406984943"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.9410023305284536","0.9663391826071025","0.9291708209695723","0.9274969880086863"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","1.0062753549551058","1.0407239632938685","0.9869282200226994","0.9911738815487493"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","6.264526123463661","6.26501394830294","6.261503369904282","6.26706105218376"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","6.263372016324571","6.260423109721592","6.2606949816489","6.268997957603223"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","6.262601537885998","6.25698587530287","6.258492167168045","6.272326571187079"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","6.261652082347389","6.255179821351721","6.258413021566568","6.27136340412388"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","6.261428838983666","6.254849271119455","6.258012366413948","6.271424879417597"
